age,fnlwgt,marital_status,relationship,race,sex,capital_gain,capital_loss,hours_per_week,income,workclass_grouped,education_grouped,occupation_grouped,native_country_grouped
58,205410,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,High School,Blue-Collar,USA
38,29874,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,Some College,Blue-Collar,USA
28,94880,Never-married,Not-in-family,White,Male,0,0,43,<=50K,Private,Some College,Blue-Collar,North America
38,277347,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,Some College,Blue-Collar,USA
50,132716,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,Self-Employed,Some College,White-Collar,Europe
41,206139,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Private,High School,Sales,USA
60,103344,Married-civ-spouse,Husband,White,Male,15024,0,40,>50K,Private,High School,Blue-Collar,USA
17,364491,Never-married,Own-child,White,Male,0,0,22,<=50K,Private,Dropout,Sales,USA
23,494371,Never-married,Own-child,White,Male,0,0,40,<=50K,Private,High School,Blue-Collar,USA
39,203180,Divorced,Unmarried,White,Female,0,0,45,<=50K,Private,Some College,Blue-Collar,USA
26,90980,Divorced,Not-in-family,White,Female,0,0,55,<=50K,Private,Some College,White-Collar,USA
27,329426,Never-married,Not-in-family,White,Male,0,0,37,<=50K,Private,Advanced,White-Collar,USA
20,137618,Never-married,Own-child,White,Male,0,0,35,<=50K,Private,Some College,Blue-Collar,USA
50,240922,Never-married,Not-in-family,White,Female,0,1408,5,<=50K,Self-Employed,Some College,Sales,USA
19,78374,Never-married,Unmarried,Asian-Pac-Islander,Female,0,0,40,<=50K,Private,Some College,White-Collar,USA
70,298470,Widowed,Not-in-family,White,Male,0,0,30,<=50K,Private,Bachelors,Sales,USA
65,190568,Widowed,Not-in-family,White,Female,0,810,36,<=50K,Private,High School,White-Collar,USA
27,113882,Married-civ-spouse,Husband,White,Male,4508,0,40,<=50K,Private,Dropout,Blue-Collar,USA
35,270572,Divorced,Not-in-family,White,Female,0,0,40,>50K,Private,Bachelors,White-Collar,USA
28,179949,Divorced,Unmarried,Black,Female,0,0,20,<=50K,Private,High School,Blue-Collar,USA
33,208405,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,Private,Advanced,White-Collar,USA
64,341695,Married-civ-spouse,Wife,White,Female,0,0,40,>50K,Government,Some College,White-Collar,USA
57,190997,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,Private,Bachelors,White-Collar,USA
36,469056,Divorced,Unmarried,Black,Female,0,0,25,<=50K,Private,High School,Sales,USA
60,193038,Married-civ-spouse,Husband,White,Male,0,0,15,<=50K,Self-Employed,Some College,Blue-Collar,USA
26,28366,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Government,Bachelors,White-Collar,USA
19,202951,Never-married,Own-child,White,Male,0,0,20,<=50K,Private,Some College,Blue-Collar,USA
32,41210,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,High School,Blue-Collar,USA
45,118714,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,Some College,Blue-Collar,USA
17,311907,Never-married,Own-child,White,Male,0,0,25,<=50K,Private,Dropout,Service,USA
38,341643,Never-married,Not-in-family,White,Male,0,0,60,<=50K,Government,Some College,White-Collar,USA
22,374116,Never-married,Unmarried,White,Female,0,0,35,<=50K,Private,High School,Sales,USA
36,187098,Divorced,Unmarried,White,Female,0,0,40,<=50K,Private,High School,White-Collar,USA
50,139157,Divorced,Not-in-family,White,Male,0,0,60,>50K,Government,Advanced,White-Collar,USA
30,426017,Never-married,Own-child,White,Female,0,0,19,<=50K,Private,Dropout,Service,USA
48,26502,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Self-Employed,Bachelors,White-Collar,USA
28,339897,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Private,Bachelors,White-Collar,USA
26,143062,Divorced,Own-child,White,Female,0,0,40,<=50K,Private,Some College,White-Collar,USA
63,281237,Widowed,Not-in-family,White,Female,0,0,40,<=50K,Private,Some College,White-Collar,USA
47,274657,Married-civ-spouse,Other-relative,White,Male,3908,0,40,<=50K,Government,High School,Service,USA
20,120820,Never-married,Own-child,White,Female,0,0,30,<=50K,Private,Some College,Service,USA
57,238017,Widowed,Not-in-family,Black,Female,0,0,54,<=50K,Private,High School,Support,USA
23,148709,Separated,Other-relative,White,Female,0,0,40,<=50K,Private,High School,Blue-Collar,USA
22,304710,Never-married,Not-in-family,Asian-Pac-Islander,Female,0,0,10,<=50K,Private,Bachelors,White-Collar,Asia
35,167482,Never-married,Own-child,White,Male,0,1980,40,<=50K,Government,High School,Service,USA
76,191024,Married-civ-spouse,Husband,White,Male,0,0,30,<=50K,Private,Bachelors,Blue-Collar,USA
58,310085,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar,USA
37,197915,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Government,Dropout,Blue-Collar,USA
49,114648,Divorced,Other-relative,Black,Male,0,0,40,<=50K,Private,Dropout,Service,USA
42,197344,Married-civ-spouse,Husband,White,Male,0,0,45,<=50K,Private,High School,Service,USA
20,120601,Never-married,Own-child,Black,Male,0,0,40,<=50K,Private,High School,Blue-Collar,USA
24,420779,Married-civ-spouse,Husband,Black,Male,0,0,35,<=50K,Private,High School,Blue-Collar,USA
49,250821,Never-married,Other-relative,White,Male,0,0,48,<=50K,Private,Advanced,Blue-Collar,USA
60,69251,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,38,>50K,Government,Advanced,White-Collar,Asia
22,137320,Never-married,Not-in-family,Black,Male,0,0,40,<=50K,Private,High School,Blue-Collar,USA
27,139209,Never-married,Unmarried,Black,Female,0,0,40,<=50K,Private,High School,Blue-Collar,USA
29,351324,Never-married,Own-child,White,Female,0,0,40,<=50K,Private,Bachelors,Sales,USA
45,214627,Widowed,Unmarried,White,Male,15020,0,40,>50K,Private,Advanced,White-Collar,Asia
60,128367,Divorced,Unmarried,White,Male,3325,0,42,<=50K,Private,Some College,White-Collar,USA
35,95639,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,0,0,4,<=50K,Self-Employed,Dropout,White-Collar,USA
64,137135,Married-civ-spouse,Husband,White,Male,0,0,48,<=50K,Private,High School,Blue-Collar,USA
34,132565,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar,USA
50,307555,Divorced,Not-in-family,White,Male,0,0,60,>50K,Government,Bachelors,White-Collar,USA
49,207772,Divorced,Unmarried,White,Male,0,0,40,<=50K,Private,High School,Support,USA
22,251073,Never-married,Own-child,White,Male,0,0,50,<=50K,Private,Dropout,Service,USA
27,220754,Never-married,Not-in-family,White,Female,0,0,70,<=50K,Private,High School,White-Collar,USA
42,167678,Married-civ-spouse,Husband,White,Male,0,0,22,<=50K,Self-Employed,Dropout,Blue-Collar,South America
29,57889,Married-civ-spouse,Husband,White,Male,0,0,45,>50K,Private,Bachelors,Sales,USA
57,254949,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Government,High School,White-Collar,USA
17,23856,Never-married,Own-child,White,Female,0,0,20,<=50K,Private,Dropout,White-Collar,USA
23,209034,Married-civ-spouse,Wife,White,Female,3942,0,40,<=50K,Private,High School,Blue-Collar,USA
19,87402,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Private,Some College,Blue-Collar,USA
32,127651,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Government,High School,Service,USA
47,326292,Married-civ-spouse,Husband,White,Male,0,0,60,>50K,Self-Employed,Bachelors,Blue-Collar,USA
37,186191,Married-civ-spouse,Husband,White,Male,0,0,46,<=50K,Private,High School,Blue-Collar,USA
45,148900,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,Private,Bachelors,White-Collar,USA
45,106061,Married-civ-spouse,Husband,White,Male,0,0,70,<=50K,Private,Dropout,Sales,USA
18,221312,Never-married,Other-relative,White,Male,0,0,40,<=50K,Private,Some College,Blue-Collar,USA
56,153451,Divorced,Not-in-family,White,Female,0,0,35,<=50K,Government,Some College,White-Collar,USA
33,209317,Never-married,Not-in-family,White,Male,0,0,45,<=50K,Private,Dropout,Service,Central America
58,187487,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,High School,Blue-Collar,USA
54,292673,Married-civ-spouse,Husband,White,Male,0,0,35,<=50K,Private,Dropout,Service,North America
35,84787,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,Bachelors,Service,USA
36,312206,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,High School,Blue-Collar,USA
30,38268,Separated,Unmarried,White,Male,0,0,40,>50K,Government,High School,Service,USA
29,164711,Never-married,Other-relative,White,Male,0,0,40,<=50K,Private,Some College,Blue-Collar,USA
63,150389,Widowed,Not-in-family,White,Female,0,0,40,>50K,Private,Bachelors,White-Collar,USA
23,112854,Never-married,Other-relative,White,Female,0,0,35,<=50K,Private,Some College,Sales,USA
21,163665,Never-married,Own-child,White,Female,0,0,40,<=50K,Private,Some College,Blue-Collar,USA
19,134664,Married-civ-spouse,Husband,White,Male,3781,0,40,<=50K,Private,High School,Sales,USA
43,118308,Married-civ-spouse,Husband,White,Male,0,1977,50,>50K,Private,Bachelors,White-Collar,USA
27,135308,Never-married,Not-in-family,Black,Female,0,0,40,<=50K,Private,Bachelors,Sales,USA
71,93202,Divorced,Not-in-family,White,Female,0,0,16,<=50K,Private,High School,Service,USA
28,64940,Never-married,Own-child,White,Female,0,0,30,<=50K,Private,Some College,Service,USA
50,120781,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,60,>50K,Self-Employed,Bachelors,Sales,Other Asia
18,130849,Never-married,Own-child,White,Female,0,0,15,<=50K,Private,Some College,Sales,USA
29,304082,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Private,Some College,White-Collar,South America
46,28419,Married-civ-spouse,Husband,White,Male,99999,0,50,>50K,Private,Advanced,White-Collar,USA
45,160428,Divorced,Unmarried,White,Female,0,0,43,<=50K,Private,Some College,White-Collar,USA
37,99146,Married-civ-spouse,Husband,White,Male,0,0,60,>50K,Private,Bachelors,Sales,USA
26,201481,Never-married,Not-in-family,White,Female,0,0,40,<=50K,Private,Bachelors,White-Collar,USA
51,221532,Divorced,Unmarried,White,Male,0,0,40,>50K,Private,Bachelors,White-Collar,USA
49,360491,Widowed,Unmarried,White,Female,0,0,40,<=50K,Private,High School,White-Collar,USA
61,96073,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,Self-Employed,Advanced,White-Collar,Europe
29,41013,Never-married,Not-in-family,White,Female,0,0,55,<=50K,Government,Advanced,White-Collar,USA
38,255941,Never-married,Not-in-family,White,Female,10520,0,50,>50K,Private,Advanced,White-Collar,USA
17,132680,Never-married,Own-child,White,Female,0,1602,10,<=50K,Private,Dropout,Service,USA
50,237503,Never-married,Own-child,White,Male,0,0,40,<=50K,Government,High School,White-Collar,USA
20,38455,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Private,Dropout,Service,USA
24,61791,Married-civ-spouse,Wife,White,Female,0,0,40,<=50K,Self-Employed,Dropout,Service,USA
31,43953,Married-civ-spouse,Wife,White,Female,0,0,35,<=50K,Private,Bachelors,White-Collar,USA
46,225065,Married-civ-spouse,Wife,White,Female,0,0,40,<=50K,Private,Dropout,Blue-Collar,North America
27,30237,Married-civ-spouse,Wife,White,Female,0,0,45,<=50K,Private,High School,Sales,USA
42,1097453,Married-civ-spouse,Husband,White,Male,0,0,60,>50K,Self-Employed,Bachelors,Sales,USA
26,188703,Never-married,Not-in-family,White,Female,0,0,40,<=50K,Private,Advanced,White-Collar,USA
32,188154,Divorced,Unmarried,White,Female,0,0,40,<=50K,Private,Some College,Blue-Collar,USA
31,214235,Married-civ-spouse,Husband,White,Male,0,0,65,<=50K,Private,High School,Service,USA
31,398988,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Private,Some College,White-Collar,USA
28,274679,Never-married,Not-in-family,White,Male,0,0,50,<=50K,Private,Advanced,White-Collar,USA
57,56080,Married-civ-spouse,Husband,White,Male,0,0,60,<=50K,Private,High School,Service,USA
20,200819,Never-married,Own-child,White,Male,0,0,40,<=50K,Government,High School,Blue-Collar,USA
22,309348,Never-married,Not-in-family,White,Female,0,0,15,<=50K,Government,Some College,White-Collar,USA
45,27332,Divorced,Not-in-family,White,Female,0,0,40,<=50K,Private,High School,Sales,USA
25,72887,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,40,>50K,Private,Dropout,Blue-Collar,Asia
37,251396,Married-civ-spouse,Husband,White,Male,0,0,45,>50K,Government,Some College,White-Collar,North America
35,410034,Divorced,Not-in-family,White,Male,0,0,50,<=50K,Private,Some College,Sales,USA
51,140516,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Government,Advanced,White-Collar,USA
62,176839,Married-civ-spouse,Husband,White,Male,0,0,38,<=50K,Private,Bachelors,Support,USA
39,172538,Never-married,Unmarried,White,Male,0,0,40,<=50K,Private,High School,Blue-Collar,USA
18,208103,Never-married,Other-relative,White,Male,0,0,25,<=50K,Private,Dropout,Service,USA
26,183965,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Private,High School,Blue-Collar,USA
44,251305,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Government,Some College,White-Collar,USA
55,160813,Separated,Not-in-family,White,Female,0,0,60,<=50K,Self-Employed,High School,Sales,USA
44,113597,Married-civ-spouse,Husband,White,Male,0,0,55,>50K,Government,Some College,White-Collar,USA
29,51260,Never-married,Not-in-family,Black,Male,0,0,40,<=50K,Private,High School,Service,USA
29,389857,Never-married,Not-in-family,White,Male,0,0,50,>50K,Self-Employed,High School,Blue-Collar,USA
35,341102,Never-married,Not-in-family,Black,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar,USA
32,222205,Married-civ-spouse,Wife,White,Female,0,0,40,>50K,Private,Some College,White-Collar,USA
50,93690,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Private,High School,Blue-Collar,USA
26,272986,Never-married,Own-child,Black,Female,0,0,8,<=50K,Government,Some College,White-Collar,USA
28,566066,Never-married,Not-in-family,Black,Female,0,0,45,<=50K,Private,Some College,White-Collar,USA
21,212888,Married-civ-spouse,Wife,White,Female,0,0,56,<=50K,Private,Dropout,Blue-Collar,USA
41,104196,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,Private,Advanced,White-Collar,USA
26,256000,Married-civ-spouse,Husband,White,Male,99999,0,60,>50K,Private,Advanced,White-Collar,USA
49,276309,Divorced,Not-in-family,White,Male,0,0,40,<=50K,Government,Some College,White-Collar,USA
43,316183,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar,USA
27,178713,Never-married,Not-in-family,White,Male,0,0,35,<=50K,Private,Dropout,Sales,USA
39,234901,Separated,Unmarried,White,Male,0,0,40,<=50K,Private,Some College,White-Collar,USA
50,185407,Married-civ-spouse,Husband,White,Male,0,0,38,>50K,Private,Some College,Support,USA
43,270721,Married-civ-spouse,Husband,White,Male,0,0,55,>50K,Government,Bachelors,White-Collar,USA
22,107882,Never-married,Own-child,White,Female,0,0,35,<=50K,Private,Bachelors,White-Collar,USA
47,138069,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,Some College,Blue-Collar,USA
51,237295,Divorced,Not-in-family,White,Female,0,0,40,<=50K,Private,Some College,Service,USA
34,222130,Never-married,Unmarried,White,Female,0,0,40,<=50K,Private,High School,White-Collar,USA
65,95303,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Private,High School,White-Collar,USA
59,81929,Married-civ-spouse,Husband,White,Male,0,2415,45,>50K,Private,Advanced,White-Collar,USA
28,119287,Married-civ-spouse,Wife,White,Female,15024,0,28,>50K,Private,Bachelors,White-Collar,USA
18,153405,Never-married,Other-relative,White,Female,0,0,25,<=50K,Government,Dropout,White-Collar,USA
33,203488,Married-civ-spouse,Husband,White,Male,0,1672,40,<=50K,Private,Bachelors,White-Collar,USA
30,153549,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,Self-Employed,High School,White-Collar,USA
46,186078,Never-married,Not-in-family,White,Female,0,0,45,<=50K,Private,Some College,Blue-Collar,USA
73,243030,Married-civ-spouse,Husband,White,Male,0,0,30,<=50K,Self-Employed,Bachelors,Blue-Collar,USA
26,176077,Never-married,Unmarried,White,Female,0,0,40,<=50K,Self-Employed,Some College,Service,USA
30,152453,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,Dropout,Service,North America
19,165977,Never-married,Own-child,White,Female,0,0,25,<=50K,Private,Some College,Sales,USA
36,200360,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Private,Some College,Blue-Collar,USA
33,339482,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,High School,Blue-Collar,USA
57,33725,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,Self-Employed,Bachelors,Blue-Collar,USA
24,236601,Divorced,Not-in-family,White,Male,0,2339,43,<=50K,Private,Some College,Blue-Collar,USA
50,305147,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,Bachelors,Blue-Collar,USA
43,144778,Married-civ-spouse,Husband,White,Male,0,0,55,>50K,Private,Bachelors,White-Collar,Europe
37,92028,Never-married,Not-in-family,White,Male,0,0,45,<=50K,Private,Bachelors,White-Collar,USA
29,270379,Never-married,Unmarried,Black,Female,0,0,40,<=50K,Private,High School,White-Collar,USA
47,83046,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Private,Bachelors,White-Collar,USA
27,329426,Never-married,Not-in-family,White,Male,0,0,45,<=50K,Private,Bachelors,White-Collar,USA
60,36568,Married-civ-spouse,Husband,White,Male,0,0,70,<=50K,Self-Employed,Dropout,Blue-Collar,USA
52,230205,Never-married,Not-in-family,Black,Female,0,2001,32,<=50K,Private,Some College,White-Collar,USA
46,149551,Married-civ-spouse,Husband,White,Male,5013,0,50,<=50K,Government,High School,Service,USA
52,279440,Married-civ-spouse,Husband,White,Male,5178,0,40,>50K,Private,High School,White-Collar,USA
34,177733,Separated,Unmarried,White,Female,0,0,35,<=50K,Private,Dropout,Blue-Collar,Central America
20,416103,Never-married,Own-child,White,Male,0,0,40,<=50K,Private,Some College,Blue-Collar,USA
19,124651,Never-married,Own-child,Black,Male,0,0,25,<=50K,Private,Dropout,Service,USA
50,38540,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,High School,White-Collar,USA
52,183146,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,Self-Employed,Dropout,White-Collar,USA
38,200153,Married-civ-spouse,Husband,White,Male,0,0,60,<=50K,Self-Employed,High School,Blue-Collar,USA
25,404616,Married-civ-spouse,Not-in-family,White,Male,0,0,99,>50K,Private,Advanced,Blue-Collar,USA
22,177902,Never-married,Not-in-family,Asian-Pac-Islander,Female,0,0,25,<=50K,Private,Some College,Service,USA
27,328518,Never-married,Other-relative,White,Male,0,0,30,<=50K,Self-Employed,Some College,White-Collar,USA
44,160323,Never-married,Not-in-family,Black,Male,0,0,40,<=50K,Private,High School,Blue-Collar,USA
52,157454,Never-married,Not-in-family,White,Female,0,0,40,<=50K,Government,High School,Blue-Collar,USA
48,127738,Divorced,Not-in-family,White,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar,USA
67,150516,Married-civ-spouse,Husband,White,Male,0,0,24,<=50K,Private,Dropout,Blue-Collar,USA
33,365908,Married-civ-spouse,Husband,Black,Male,2105,0,40,<=50K,Government,High School,Service,USA
18,196061,Never-married,Own-child,White,Male,0,0,33,<=50K,Private,Some College,Service,USA
39,148015,Never-married,Not-in-family,Black,Female,0,0,52,<=50K,Private,High School,Blue-Collar,USA
34,23778,Divorced,Unmarried,White,Male,0,0,40,<=50K,Private,Bachelors,Blue-Collar,USA
44,121012,Divorced,Not-in-family,White,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar,USA
19,91571,Never-married,Own-child,White,Female,0,0,25,<=50K,Government,Some College,White-Collar,USA
20,194228,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,Some College,Sales,USA
40,234633,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Private,Some College,Blue-Collar,USA
58,190763,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Self-Employed,Bachelors,White-Collar,USA
37,296212,Separated,Not-in-family,White,Male,0,0,48,<=50K,Private,High School,Blue-Collar,USA
62,72886,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,Bachelors,White-Collar,USA
53,186224,Never-married,Not-in-family,White,Male,0,0,35,<=50K,Private,Some College,White-Collar,USA
26,164170,Never-married,Other-relative,Asian-Pac-Islander,Female,0,0,35,<=50K,Private,Some College,Sales,Asia
47,98524,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar,USA
39,211785,Never-married,Own-child,Black,Female,0,0,20,<=50K,Self-Employed,High School,Blue-Collar,USA
31,152351,Married-civ-spouse,Husband,White,Male,0,0,48,<=50K,Self-Employed,Some College,Sales,USA
40,222756,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Private,Some College,Blue-Collar,USA
39,191503,Married-civ-spouse,Husband,White,Male,0,1887,40,>50K,Private,Bachelors,White-Collar,USA
42,226388,Divorced,Not-in-family,Black,Male,0,0,52,<=50K,Private,High School,Service,USA
17,54257,Never-married,Own-child,White,Female,0,0,20,<=50K,Private,Dropout,White-Collar,USA
44,214838,Married-civ-spouse,Husband,White,Male,0,0,45,>50K,Private,High School,Blue-Collar,USA
55,189933,Married-civ-spouse,Husband,White,Male,0,0,45,<=50K,Self-Employed,High School,White-Collar,USA
49,184098,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,Private,Bachelors,Sales,USA
23,162282,Never-married,Own-child,White,Male,0,0,40,<=50K,Private,High School,Blue-Collar,USA
53,92430,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Private,High School,Blue-Collar,USA
37,121510,Divorced,Unmarried,White,Male,0,0,55,<=50K,Self-Employed,High School,White-Collar,USA
40,143327,Separated,Not-in-family,White,Male,0,0,40,<=50K,Private,Some College,Blue-Collar,USA
44,266135,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,Private,Bachelors,White-Collar,USA
43,282069,Divorced,Unmarried,White,Male,0,0,42,<=50K,Private,Some College,Blue-Collar,USA
35,248010,Married-spouse-absent,Unmarried,White,Male,0,0,40,<=50K,Private,Bachelors,Blue-Collar,USA
42,184105,Never-married,Not-in-family,White,Male,0,0,28,<=50K,Private,Some College,Blue-Collar,USA
43,331894,Married-civ-spouse,Husband,White,Male,0,0,60,>50K,Private,Some College,Blue-Collar,USA
28,50814,Never-married,Not-in-family,White,Female,0,0,40,<=50K,Private,High School,White-Collar,USA
38,219757,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,High School,Blue-Collar,USA
57,328228,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Government,High School,White-Collar,USA
41,306405,Married-civ-spouse,Wife,White,Female,0,0,40,<=50K,Private,Some College,Support,USA
57,180920,Married-civ-spouse,Husband,White,Male,0,0,43,<=50K,Private,Dropout,Blue-Collar,USA
30,192644,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,Private,Advanced,White-Collar,USA
55,96415,Widowed,Unmarried,Black,Female,0,0,35,<=50K,Private,High School,Service,USA
33,178429,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Private,Bachelors,White-Collar,USA
45,142719,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Self-Employed,High School,Sales,USA
53,90127,Married-civ-spouse,Husband,White,Male,0,0,60,>50K,Government,Some College,Service,USA
46,96260,Divorced,Not-in-family,White,Male,0,0,20,<=50K,Self-Employed,Bachelors,White-Collar,USA
39,179481,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,Bachelors,Sales,USA
46,267107,Married-civ-spouse,Wife,White,Female,0,0,45,<=50K,Private,Dropout,Blue-Collar,Europe
50,176773,Married-civ-spouse,Husband,Black,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar,Other
52,30731,Married-civ-spouse,Husband,White,Male,0,0,45,>50K,Government,Bachelors,White-Collar,USA
36,179488,Divorced,Unmarried,White,Male,0,0,40,<=50K,Private,Some College,White-Collar,North America
26,195216,Divorced,Not-in-family,White,Female,0,0,12,<=50K,Private,High School,Service,USA
54,178839,Married-civ-spouse,Husband,White,Male,0,1848,40,>50K,Private,High School,White-Collar,Europe
37,216129,Never-married,Not-in-family,Black,Female,0,0,45,<=50K,Private,High School,Blue-Collar,USA
62,215789,Married-civ-spouse,Husband,White,Male,0,1977,50,>50K,Self-Employed,Advanced,White-Collar,USA
37,280282,Married-civ-spouse,Wife,White,Female,0,0,24,>50K,Private,Some College,Support,USA
30,92531,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Private,Bachelors,White-Collar,USA
21,175374,Never-married,Own-child,White,Male,0,0,40,<=50K,Private,High School,White-Collar,USA
64,91343,Widowed,Unmarried,White,Female,0,0,40,<=50K,Private,Some College,Support,USA
17,94366,Never-married,Other-relative,White,Male,0,0,6,<=50K,Private,Dropout,Service,USA
52,221936,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,High School,Sales,USA
37,164193,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,Some College,White-Collar,USA
26,177035,Divorced,Unmarried,White,Female,0,0,40,<=50K,Government,Dropout,Service,USA
45,339681,Divorced,Unmarried,White,Female,1506,0,45,<=50K,Government,Advanced,White-Collar,USA
45,247053,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Self-Employed,High School,Blue-Collar,USA
20,259496,Never-married,Own-child,White,Female,0,0,20,<=50K,Private,Some College,Sales,USA
31,119735,Never-married,Unmarried,White,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar,North America
24,138719,Never-married,Own-child,Black,Female,0,0,20,<=50K,Private,Dropout,Sales,USA
27,153805,Never-married,Unmarried,Other,Male,0,0,45,<=50K,Private,Some College,Blue-Collar,South America
44,103233,Never-married,Unmarried,Black,Female,0,0,40,<=50K,Private,Bachelors,White-Collar,USA
27,308995,Divorced,Own-child,Black,Female,0,0,40,<=50K,Private,Some College,Blue-Collar,USA
24,149396,Never-married,Other-relative,Black,Female,0,0,30,<=50K,Private,Some College,Service,Other
62,199193,Married-civ-spouse,Husband,White,Male,0,0,25,<=50K,Private,High School,Blue-Collar,USA
23,396099,Never-married,Not-in-family,White,Female,0,0,25,<=50K,Private,High School,Service,USA
33,30612,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,Some College,Sales,USA
59,147707,Widowed,Unmarried,White,Male,0,2339,40,<=50K,Government,High School,Blue-Collar,USA
66,366425,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,High School,Service,USA
37,183800,Married-civ-spouse,Husband,White,Male,0,1887,40,>50K,Self-Employed,Some College,Sales,USA
41,170230,Divorced,Unmarried,White,Female,0,0,45,<=50K,Private,Bachelors,White-Collar,USA
66,52728,Married-civ-spouse,Husband,White,Male,0,0,10,<=50K,Self-Employed,Bachelors,Service,USA
25,280093,Married-spouse-absent,Not-in-family,White,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar,North America
39,74194,Married-civ-spouse,Husband,White,Male,0,0,55,<=50K,Private,High School,White-Collar,USA
47,52795,Married-civ-spouse,Husband,White,Male,0,0,46,<=50K,Private,Some College,Blue-Collar,USA
18,174202,Never-married,Own-child,White,Male,0,0,60,<=50K,Self-Employed,High School,Blue-Collar,USA
48,175006,Separated,Other-relative,Black,Male,0,0,48,<=50K,Private,Dropout,Blue-Collar,USA
33,309350,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,High School,White-Collar,USA
