age,marital_status,relationship,sex,capital_gain,capital_loss,hours_per_week,income,workclass_grouped,education_grouped,occupation_grouped
44,Married-civ-spouse,Husband,Male,0,0,48,<=50K,Private,Some College,Sales
24,Never-married,Own-child,Male,0,0,30,<=50K,Private,Some College,Blue-Collar
33,Married-civ-spouse,Husband,Male,0,0,35,<=50K,Private,High School,Blue-Collar
36,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Blue-Collar
28,Never-married,Not-in-family,Female,0,0,48,<=50K,Private,Bachelors,Sales
63,Married-civ-spouse,Husband,Male,0,0,35,<=50K,Self-Employed,Bachelors,White-Collar
21,Never-married,Other-relative,Female,0,0,45,<=50K,Private,High School,White-Collar
55,Married-civ-spouse,Husband,Male,0,0,45,>50K,Private,Bachelors,White-Collar
44,Never-married,Unmarried,Female,0,0,35,<=50K,Private,Dropout,Sales
35,Divorced,Not-in-family,Male,0,0,40,<=50K,Private,Bachelors,Sales
28,Married-civ-spouse,Not-in-family,Male,0,0,60,>50K,Private,Dropout,Blue-Collar
22,Never-married,Other-relative,Male,0,0,40,<=50K,Private,Some College,White-Collar
50,Divorced,Not-in-family,Male,0,0,50,<=50K,Self-Employed,Bachelors,White-Collar
39,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Government,High School,Blue-Collar
44,Divorced,Own-child,Male,0,0,25,<=50K,Government,High School,Blue-Collar
46,Never-married,Not-in-family,Male,0,0,40,<=50K,Private,High School,Blue-Collar
28,Married-civ-spouse,Wife,Female,0,0,35,<=50K,Private,High School,Blue-Collar
56,Divorced,Unmarried,Female,0,0,40,<=50K,Government,Bachelors,White-Collar
25,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Some College,Blue-Collar
50,Divorced,Not-in-family,Female,0,0,40,<=50K,Private,High School,Blue-Collar
31,Never-married,Not-in-family,Female,0,0,40,<=50K,Government,Bachelors,White-Collar
35,Married-civ-spouse,Husband,Male,0,0,60,<=50K,Private,Bachelors,White-Collar
22,Never-married,Own-child,Female,0,0,30,<=50K,Private,Some College,White-Collar
24,Never-married,Not-in-family,Female,0,0,40,<=50K,Private,Bachelors,Service
18,Never-married,Own-child,Male,0,0,20,<=50K,Private,Dropout,Blue-Collar
33,Never-married,Not-in-family,Female,0,0,40,<=50K,Private,Bachelors,White-Collar
42,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,Bachelors,White-Collar
26,Never-married,Own-child,Male,0,0,40,<=50K,Government,Some College,Service
26,Never-married,Own-child,Male,0,0,3,<=50K,Private,Some College,White-Collar
67,Widowed,Not-in-family,Female,0,0,40,<=50K,Private,Dropout,Service
21,Never-married,Own-child,Male,0,0,40,<=50K,Private,High School,Blue-Collar
40,Married-civ-spouse,Husband,Male,15024,0,50,>50K,Private,Bachelors,White-Collar
42,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Some College,Sales
40,Divorced,Not-in-family,Female,0,0,50,>50K,Private,Advanced,White-Collar
42,Separated,Unmarried,Female,0,0,40,<=50K,Government,High School,White-Collar
20,Never-married,Own-child,Male,0,0,20,<=50K,Private,Some College,Service
49,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Government,Bachelors,White-Collar
20,Never-married,Own-child,Male,0,0,40,<=50K,Private,High School,Blue-Collar
26,Never-married,Not-in-family,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar
31,Never-married,Other-relative,Male,0,0,40,<=50K,Private,Some College,White-Collar
65,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Service
56,Married-civ-spouse,Wife,Female,0,0,40,>50K,Private,Bachelors,White-Collar
34,Divorced,Unmarried,Female,6497,0,40,<=50K,Government,Bachelors,White-Collar
40,Married-civ-spouse,Husband,Male,0,0,48,<=50K,Government,High School,White-Collar
39,Married-civ-spouse,Own-child,Male,0,0,40,<=50K,Private,Some College,Blue-Collar
21,Never-married,Not-in-family,Female,0,0,20,<=50K,Private,Some College,Sales
29,Divorced,Unmarried,Male,0,0,50,<=50K,Private,Some College,Blue-Collar
54,Separated,Not-in-family,Female,0,0,20,<=50K,Private,Some College,Service
44,Married-civ-spouse,Husband,Male,0,0,60,>50K,Private,Bachelors,Sales
26,Never-married,Not-in-family,Female,0,0,50,<=50K,Self-Employed,Advanced,White-Collar
64,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar
48,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Government,Some College,Blue-Collar
43,Married-civ-spouse,Husband,Male,3103,0,40,>50K,Private,Some College,Sales
37,Never-married,Not-in-family,Female,0,0,40,<=50K,Private,Bachelors,White-Collar
28,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Some College,Blue-Collar
23,Never-married,Other-relative,Female,0,0,24,<=50K,Private,Some College,White-Collar
20,Never-married,Not-in-family,Male,0,0,40,<=50K,Private,Some College,Service
53,Married-civ-spouse,Husband,Male,0,0,45,>50K,Private,Bachelors,White-Collar
69,Married-civ-spouse,Husband,Male,0,0,45,>50K,Private,High School,Blue-Collar
27,Never-married,Not-in-family,Female,0,0,40,<=50K,Private,High School,Blue-Collar
54,Married-civ-spouse,Husband,Male,0,1887,44,>50K,Private,Advanced,White-Collar
29,Separated,Unmarried,Female,0,0,40,<=50K,Private,High School,White-Collar
40,Married-civ-spouse,Husband,Male,0,0,60,>50K,Private,Advanced,White-Collar
55,Married-civ-spouse,Husband,Male,0,0,75,<=50K,Private,Dropout,White-Collar
19,Never-married,Own-child,Female,0,0,15,<=50K,Private,High School,Service
35,Married-civ-spouse,Husband,Male,0,0,45,>50K,Private,Bachelors,Sales
53,Married-civ-spouse,Husband,Male,0,0,35,<=50K,Government,Some College,Service
28,Divorced,Unmarried,Female,0,0,40,<=50K,Private,Dropout,Service
77,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar
36,Divorced,Own-child,Female,0,0,40,<=50K,Government,Advanced,White-Collar
27,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Bachelors,White-Collar
50,Married-civ-spouse,Husband,Male,0,1902,50,>50K,Private,Bachelors,White-Collar
29,Never-married,Not-in-family,Male,0,0,50,<=50K,Government,Some College,Blue-Collar
23,Never-married,Not-in-family,Male,0,0,25,<=50K,Private,Some College,Sales
24,Never-married,Not-in-family,Male,0,0,35,<=50K,Private,Some College,Service
45,Married-civ-spouse,Husband,Male,0,1848,40,>50K,Private,Dropout,Service
36,Married-civ-spouse,Husband,Male,7298,0,60,>50K,Private,High School,Blue-Collar
53,Married-civ-spouse,Husband,Male,0,0,48,>50K,Private,Advanced,White-Collar
36,Married-civ-spouse,Husband,Male,15024,0,40,>50K,Government,High School,White-Collar
18,Never-married,Own-child,Male,0,0,20,<=50K,Private,High School,Sales
45,Married-civ-spouse,Husband,Male,0,0,48,>50K,Self-Employed,High School,White-Collar
32,Separated,Unmarried,Female,0,0,40,<=50K,Self-Employed,Some College,Service
44,Divorced,Unmarried,Male,0,625,50,<=50K,Private,Some College,Sales
62,Divorced,Unmarried,Male,0,0,35,<=50K,Private,Dropout,Blue-Collar
26,Never-married,Not-in-family,Male,0,0,20,<=50K,Private,Bachelors,White-Collar
27,Never-married,Not-in-family,Male,0,0,30,<=50K,Private,High School,Sales
54,Married-civ-spouse,Wife,Female,0,0,40,>50K,Private,Dropout,Service
63,Married-civ-spouse,Wife,Female,0,0,45,<=50K,Government,High School,White-Collar
27,Divorced,Not-in-family,Male,0,0,70,<=50K,Self-Employed,High School,Blue-Collar
46,Divorced,Not-in-family,Male,0,0,40,<=50K,Private,Some College,Blue-Collar
19,Never-married,Own-child,Male,0,0,25,<=50K,Private,High School,Service
46,Divorced,Not-in-family,Male,0,0,50,<=50K,Private,High School,Blue-Collar
41,Divorced,Own-child,Male,0,0,40,<=50K,Government,High School,White-Collar
58,Married-civ-spouse,Wife,Female,0,0,40,<=50K,Private,High School,Sales
28,Married-civ-spouse,Husband,Male,0,0,50,<=50K,Private,High School,Blue-Collar
26,Never-married,Not-in-family,Female,0,0,50,<=50K,Private,High School,White-Collar
56,Married-civ-spouse,Wife,Female,0,0,40,<=50K,Self-Employed,Dropout,Service
45,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Government,Advanced,White-Collar
22,Never-married,Own-child,Female,0,0,20,<=50K,Government,Bachelors,White-Collar
17,Never-married,Own-child,Female,0,0,24,<=50K,Private,Dropout,Sales
27,Married-civ-spouse,Husband,Male,0,0,50,<=50K,Self-Employed,Dropout,White-Collar
48,Married-civ-spouse,Husband,Male,0,0,60,>50K,Self-Employed,Advanced,White-Collar
50,Married-civ-spouse,Husband,Male,0,0,50,>50K,Private,Bachelors,White-Collar
21,Never-married,Other-relative,Male,0,0,35,<=50K,Private,High School,Blue-Collar
61,Married-civ-spouse,Husband,Male,0,2603,32,<=50K,Private,High School,Blue-Collar
35,Never-married,Not-in-family,Male,0,0,20,<=50K,Private,Dropout,Blue-Collar
50,Divorced,Not-in-family,Female,0,0,40,<=50K,Self-Employed,Some College,Sales
61,Widowed,Not-in-family,Female,0,0,21,<=50K,Private,Dropout,Service
18,Never-married,Own-child,Female,0,0,25,<=50K,Private,High School,Blue-Collar
36,Married-civ-spouse,Husband,Male,0,0,50,<=50K,Private,Advanced,White-Collar
39,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,Bachelors,White-Collar
20,Never-married,Own-child,Male,0,0,40,<=50K,Private,Some College,Sales
47,Married-civ-spouse,Husband,Male,0,1485,47,<=50K,Private,Some College,Blue-Collar
46,Married-civ-spouse,Husband,Male,0,0,80,>50K,Government,High School,White-Collar
33,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar
37,Married-civ-spouse,Husband,Male,0,0,15,<=50K,Private,High School,Blue-Collar
46,Divorced,Not-in-family,Male,0,0,54,<=50K,Private,High School,Blue-Collar
38,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Some College,White-Collar
36,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,Some College,Blue-Collar
28,Never-married,Not-in-family,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar
18,Never-married,Own-child,Female,0,0,20,<=50K,Private,Dropout,Service
68,Married-civ-spouse,Husband,Male,0,2149,40,<=50K,Self-Employed,Some College,White-Collar
32,Married-civ-spouse,Husband,Male,0,0,50,<=50K,Government,Some College,Service
40,Never-married,Unmarried,Female,0,0,40,<=50K,Government,Some College,White-Collar
33,Never-married,Own-child,Male,0,0,40,<=50K,Self-Employed,Bachelors,Support
38,Married-civ-spouse,Husband,Male,0,0,45,>50K,Private,High School,White-Collar
20,Never-married,Own-child,Male,0,0,40,<=50K,Private,High School,Service
18,Never-married,Other-relative,Female,0,0,28,<=50K,Private,High School,Blue-Collar
30,Divorced,Own-child,Male,0,0,40,<=50K,Private,High School,Blue-Collar
46,Married-civ-spouse,Husband,Male,0,0,40,>50K,Government,Bachelors,White-Collar
25,Married-civ-spouse,Husband,Male,0,0,50,<=50K,Private,Some College,White-Collar
44,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,Advanced,White-Collar
32,Married-civ-spouse,Husband,Male,7298,0,60,>50K,Private,Dropout,Blue-Collar
48,Divorced,Not-in-family,Male,0,0,40,<=50K,Private,Some College,White-Collar
37,Married-civ-spouse,Husband,Male,0,0,40,>50K,Government,Some College,White-Collar
35,Never-married,Not-in-family,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar
56,Divorced,Not-in-family,Female,0,0,40,<=50K,Private,High School,Support
35,Separated,Unmarried,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar
43,Never-married,Own-child,Male,0,0,40,<=50K,Government,High School,White-Collar
34,Divorced,Unmarried,Female,0,0,40,<=50K,Private,Dropout,Service
22,Never-married,Not-in-family,Female,0,0,30,<=50K,Private,Bachelors,White-Collar
25,Never-married,Not-in-family,Female,4416,0,25,<=50K,Private,Some College,Service
63,Divorced,Not-in-family,Female,0,0,40,<=50K,Private,High School,Sales
28,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,High School,Sales
50,Separated,Unmarried,Female,0,0,40,<=50K,Private,Bachelors,White-Collar
46,Married-civ-spouse,Husband,Male,0,0,10,<=50K,Self-Employed,Bachelors,White-Collar
38,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Some College,Sales
18,Never-married,Own-child,Male,0,0,20,<=50K,Private,Some College,Sales
35,Married-civ-spouse,Husband,Male,7688,0,55,>50K,Self-Employed,Advanced,White-Collar
45,Married-civ-spouse,Husband,Male,2407,0,50,<=50K,Private,Dropout,White-Collar
22,Married-civ-spouse,Husband,Male,0,0,40,>50K,Government,Some College,Service
36,Married-civ-spouse,Husband,Male,0,0,45,>50K,Private,High School,Blue-Collar
50,Married-civ-spouse,Husband,Male,0,0,40,>50K,Government,Advanced,White-Collar
76,Married-civ-spouse,Husband,Male,0,0,10,<=50K,Self-Employed,Dropout,Blue-Collar
23,Divorced,Not-in-family,Male,0,0,50,<=50K,Private,Some College,White-Collar
20,Never-married,Own-child,Male,0,0,23,<=50K,Private,High School,Service
27,Never-married,Not-in-family,Female,0,0,37,<=50K,Private,Bachelors,White-Collar
47,Married-civ-spouse,Husband,Male,0,0,65,<=50K,Private,Dropout,Sales
52,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,Some College,White-Collar
20,Never-married,Own-child,Male,0,0,40,<=50K,Private,Some College,Service
40,Married-civ-spouse,Wife,Female,0,0,40,>50K,Private,Some College,White-Collar
24,Never-married,Unmarried,Female,0,0,35,<=50K,Private,Some College,Service
61,Married-civ-spouse,Husband,Male,0,0,40,>50K,Government,Bachelors,White-Collar
60,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Blue-Collar
64,Married-civ-spouse,Husband,Male,2580,0,50,<=50K,Private,Dropout,White-Collar
48,Divorced,Other-relative,Male,0,0,60,<=50K,Private,High School,Blue-Collar
56,Divorced,Not-in-family,Male,0,0,48,<=50K,Government,Advanced,White-Collar
31,Never-married,Unmarried,Female,0,0,20,<=50K,Private,Dropout,Service
56,Married-civ-spouse,Husband,Male,0,0,50,>50K,Self-Employed,Some College,Blue-Collar
20,Never-married,Own-child,Female,0,0,15,<=50K,Private,Some College,Sales
23,Never-married,Not-in-family,Male,0,0,40,<=50K,Private,Some College,Sales
56,Married-civ-spouse,Husband,Male,2885,0,45,<=50K,Private,High School,Blue-Collar
27,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,High School,Blue-Collar
39,Married-civ-spouse,Husband,Male,0,0,50,<=50K,Government,Some College,White-Collar
49,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Self-Employed,Some College,White-Collar
31,Divorced,Not-in-family,Female,0,0,44,<=50K,Private,Some College,Support
45,Married-civ-spouse,Husband,Male,0,0,10,>50K,Government,Advanced,White-Collar
34,Married-civ-spouse,Husband,Male,0,0,50,<=50K,Private,Dropout,Blue-Collar
31,Married-civ-spouse,Husband,Male,0,0,51,<=50K,Private,High School,Blue-Collar
41,Divorced,Not-in-family,Male,0,0,40,<=50K,Private,High School,Blue-Collar
46,Married-civ-spouse,Wife,Female,7688,0,40,>50K,Private,High School,White-Collar
47,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Some College,Blue-Collar
55,Married-civ-spouse,Wife,Female,0,0,60,<=50K,Government,Bachelors,White-Collar
34,Never-married,Not-in-family,Female,0,0,55,>50K,Private,Bachelors,White-Collar
45,Never-married,Not-in-family,Male,0,0,40,>50K,Private,Advanced,White-Collar
49,Married-civ-spouse,Wife,Female,0,0,50,>50K,Private,Advanced,White-Collar
47,Married-civ-spouse,Husband,Male,15024,0,60,>50K,Self-Employed,Bachelors,Sales
26,Married-civ-spouse,Husband,Male,0,0,48,<=50K,Private,High School,Blue-Collar
43,Divorced,Not-in-family,Female,0,0,65,<=50K,Government,Advanced,White-Collar
28,Never-married,Own-child,Female,0,0,40,<=50K,Private,Dropout,Blue-Collar
27,Never-married,Not-in-family,Female,0,0,52,<=50K,Private,High School,Service
40,Divorced,Own-child,Female,0,0,40,<=50K,Self-Employed,High School,Service
57,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Bachelors,Blue-Collar
41,Married-civ-spouse,Husband,Male,0,1902,40,>50K,Private,Advanced,White-Collar
60,Widowed,Not-in-family,Female,0,0,40,<=50K,Private,Dropout,Sales
45,Married-civ-spouse,Husband,Male,0,1740,50,<=50K,Private,Some College,Sales
24,Never-married,Own-child,Male,0,0,40,<=50K,Private,Bachelors,Support
53,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar
25,Never-married,Not-in-family,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar
40,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Government,Some College,Service
50,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Government,High School,Blue-Collar
36,Married-civ-spouse,Wife,Female,0,1902,15,>50K,Self-Employed,Some College,Sales
59,Widowed,Not-in-family,Female,0,0,40,<=50K,Private,High School,Blue-Collar
34,Married-civ-spouse,Husband,Male,0,0,55,<=50K,Self-Employed,Some College,White-Collar
59,Married-spouse-absent,Unmarried,Female,0,0,20,<=50K,Private,High School,White-Collar
21,Divorced,Other-relative,Female,0,0,40,<=50K,Private,High School,Blue-Collar
58,Never-married,Not-in-family,Female,0,0,40,<=50K,Private,High School,White-Collar
45,Divorced,Not-in-family,Female,0,0,30,<=50K,Government,Advanced,White-Collar
42,Married-civ-spouse,Husband,Male,0,0,60,<=50K,Self-Employed,High School,Sales
37,Married-civ-spouse,Husband,Male,0,0,20,<=50K,Private,Some College,Blue-Collar
22,Never-married,Other-relative,Female,0,0,40,<=50K,Private,Some College,Support
23,Never-married,Unmarried,Female,0,0,40,<=50K,Private,High School,White-Collar
29,Married-civ-spouse,Wife,Female,0,0,50,<=50K,Private,Some College,White-Collar
40,Married-civ-spouse,Husband,Male,0,0,50,>50K,Self-Employed,Bachelors,Sales
39,Never-married,Not-in-family,Female,0,0,40,<=50K,Private,Bachelors,White-Collar
22,Never-married,Own-child,Male,0,0,35,<=50K,Private,Dropout,Blue-Collar
29,Married-civ-spouse,Husband,Male,7298,0,40,>50K,Private,Bachelors,Blue-Collar
26,Never-married,Not-in-family,Female,0,0,40,<=50K,Private,Bachelors,White-Collar
18,Never-married,Own-child,Male,0,0,30,<=50K,Private,High School,Blue-Collar
47,Never-married,Not-in-family,Female,0,0,55,<=50K,Private,Some College,Service
52,Married-civ-spouse,Husband,Male,7688,0,55,>50K,Self-Employed,High School,Sales
24,Never-married,Own-child,Female,0,0,40,<=50K,Private,Some College,Sales
47,Married-civ-spouse,Husband,Male,0,0,50,>50K,Private,Bachelors,Blue-Collar
62,Divorced,Not-in-family,Female,0,0,35,<=50K,Private,Dropout,Sales
41,Married-civ-spouse,Husband,Male,0,0,46,>50K,Private,Some College,White-Collar
27,Divorced,Not-in-family,Male,0,0,30,<=50K,Private,High School,Service
42,Married-civ-spouse,Husband,Male,0,0,12,<=50K,Self-Employed,High School,Sales
29,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,High School,Blue-Collar
49,Married-civ-spouse,Husband,Male,0,1977,45,>50K,Private,Advanced,White-Collar
45,Widowed,Unmarried,Female,0,0,21,<=50K,Private,Dropout,Service
38,Married-civ-spouse,Wife,Female,0,1887,10,>50K,Private,High School,Service
32,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Blue-Collar
32,Never-married,Not-in-family,Male,0,0,70,<=50K,Self-Employed,Some College,White-Collar
25,Married-spouse-absent,Not-in-family,Male,0,0,40,<=50K,Private,Bachelors,Blue-Collar
72,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Some College,Service
28,Never-married,Not-in-family,Male,0,0,40,<=50K,Private,High School,Blue-Collar
30,Divorced,Not-in-family,Female,0,0,25,<=50K,Private,Some College,White-Collar
31,Widowed,Unmarried,Female,0,1380,40,<=50K,Private,Bachelors,Sales
51,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Blue-Collar
33,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Some College,Blue-Collar
63,Married-civ-spouse,Husband,Male,0,0,30,<=50K,Private,Dropout,Service
64,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Blue-Collar
59,Married-civ-spouse,Husband,Male,0,0,36,<=50K,Government,Some College,Blue-Collar
29,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Blue-Collar
35,Married-civ-spouse,Husband,Male,0,0,70,<=50K,Private,Bachelors,White-Collar
42,Married-civ-spouse,Husband,Male,0,0,41,>50K,Self-Employed,Advanced,White-Collar
53,Separated,Not-in-family,Male,0,0,40,<=50K,Self-Employed,Some College,Blue-Collar
28,Never-married,Not-in-family,Male,2174,0,50,<=50K,Private,Bachelors,White-Collar
32,Married-civ-spouse,Husband,Male,0,0,42,>50K,Private,Bachelors,Sales
25,Never-married,Other-relative,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar
47,Married-civ-spouse,Husband,Male,99999,0,50,>50K,Self-Employed,Advanced,White-Collar
54,Divorced,Not-in-family,Female,0,0,37,<=50K,Private,Some College,White-Collar
50,Married-civ-spouse,Husband,Male,0,0,84,<=50K,Self-Employed,High School,Blue-Collar
34,Divorced,Unmarried,Male,0,0,40,<=50K,Government,High School,Service
40,Divorced,Not-in-family,Male,0,0,40,<=50K,Private,High School,Service
17,Never-married,Own-child,Female,0,0,15,<=50K,Private,Dropout,Sales
80,Married-civ-spouse,Husband,Male,0,0,30,<=50K,Self-Employed,High School,Service
29,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Blue-Collar
34,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Blue-Collar
44,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Blue-Collar
42,Never-married,Not-in-family,Female,0,0,40,<=50K,Private,Some College,White-Collar
45,Widowed,Other-relative,Female,0,0,50,<=50K,Private,High School,Service
54,Separated,Unmarried,Male,0,0,45,>50K,Private,Dropout,Blue-Collar
41,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Blue-Collar
48,Married-civ-spouse,Husband,Male,0,0,70,>50K,Self-Employed,High School,White-Collar
42,Married-civ-spouse,Husband,Male,0,0,45,<=50K,Private,Some College,Sales
25,Never-married,Not-in-family,Female,0,0,60,<=50K,Private,Bachelors,White-Collar
35,Married-civ-spouse,Husband,Male,0,0,55,<=50K,Government,Advanced,White-Collar
32,Married-civ-spouse,Husband,Male,0,0,50,<=50K,Self-Employed,High School,Blue-Collar
32,Married-civ-spouse,Husband,Male,7688,0,40,>50K,Private,Bachelors,White-Collar
19,Never-married,Own-child,Male,0,0,28,<=50K,Private,High School,Blue-Collar
65,Married-civ-spouse,Husband,Male,0,0,24,>50K,Private,Bachelors,Sales
52,Married-civ-spouse,Husband,Male,0,0,46,<=50K,Private,High School,White-Collar
34,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar
55,Married-civ-spouse,Husband,Male,0,0,60,>50K,Private,Advanced,White-Collar
64,Widowed,Not-in-family,Male,2354,0,35,<=50K,Private,Some College,Sales
24,Divorced,Own-child,Female,0,0,40,<=50K,Private,Dropout,Service
17,Never-married,Own-child,Male,0,0,14,<=50K,Private,Dropout,Service
56,Married-civ-spouse,Husband,Male,0,0,50,<=50K,Private,Bachelors,White-Collar
32,Married-civ-spouse,Husband,Male,0,0,55,>50K,Private,Advanced,White-Collar
45,Married-civ-spouse,Wife,Female,0,0,50,<=50K,Self-Employed,High School,Sales
34,Separated,Unmarried,Male,0,0,48,>50K,Self-Employed,Advanced,White-Collar
26,Married-civ-spouse,Wife,Female,0,0,40,<=50K,Private,Advanced,Sales
32,Divorced,Unmarried,Female,0,0,35,<=50K,Private,High School,Service
31,Never-married,Own-child,Male,0,0,40,<=50K,Private,High School,Sales
60,Never-married,Not-in-family,Female,0,0,38,<=50K,Private,Some College,White-Collar
30,Never-married,Own-child,Male,3325,0,50,<=50K,Private,Some College,White-Collar
41,Married-civ-spouse,Husband,Male,0,0,50,<=50K,Private,Some College,Sales
21,Never-married,Own-child,Female,0,0,35,<=50K,Private,Some College,Sales
61,Widowed,Not-in-family,Female,0,0,40,<=50K,Government,High School,White-Collar
43,Never-married,Not-in-family,Male,0,0,50,<=50K,Government,Bachelors,Support
73,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Self-Employed,High School,Blue-Collar
17,Never-married,Own-child,Female,0,0,20,<=50K,Private,Dropout,Service
40,Married-civ-spouse,Husband,Male,4064,0,40,<=50K,Private,High School,Sales
41,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,Dropout,Blue-Collar
20,Never-married,Own-child,Female,0,0,20,<=50K,Private,High School,White-Collar
58,Separated,Unmarried,Female,0,0,40,<=50K,Private,High School,Service
58,Divorced,Not-in-family,Male,0,0,45,<=50K,Private,Bachelors,Blue-Collar
31,Married-civ-spouse,Wife,Female,0,0,50,>50K,Private,Bachelors,White-Collar
52,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Self-Employed,Advanced,White-Collar
36,Divorced,Unmarried,Female,0,0,42,<=50K,Private,Some College,White-Collar
18,Never-married,Own-child,Female,0,0,12,<=50K,Private,Dropout,White-Collar
51,Divorced,Not-in-family,Female,0,0,63,<=50K,Private,Some College,White-Collar
32,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,Bachelors,White-Collar
54,Married-civ-spouse,Husband,Male,0,0,50,<=50K,Self-Employed,Advanced,Sales
34,Separated,Not-in-family,Male,0,0,40,>50K,Private,High School,White-Collar
38,Married-civ-spouse,Husband,Male,0,0,80,>50K,Private,Some College,White-Collar
73,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Blue-Collar
29,Married-civ-spouse,Husband,Male,0,0,45,>50K,Private,Bachelors,White-Collar
52,Divorced,Not-in-family,Female,0,0,40,<=50K,Private,Some College,White-Collar
38,Never-married,Own-child,Male,0,0,40,<=50K,Government,Bachelors,White-Collar
41,Divorced,Own-child,Female,0,0,40,<=50K,Private,Some College,White-Collar
32,Divorced,Not-in-family,Male,0,0,40,<=50K,Private,High School,Blue-Collar
19,Never-married,Own-child,Female,0,0,30,<=50K,Private,Some College,White-Collar
33,Married-civ-spouse,Husband,Male,0,0,25,>50K,Self-Employed,Bachelors,White-Collar
22,Never-married,Own-child,Male,0,0,40,<=50K,Private,Some College,Support
35,Married-civ-spouse,Husband,Male,0,0,60,<=50K,Government,High School,White-Collar
25,Never-married,Not-in-family,Male,0,0,35,<=50K,Private,High School,Blue-Collar
32,Never-married,Own-child,Female,0,0,40,<=50K,Private,Bachelors,White-Collar
20,Never-married,Own-child,Male,0,0,25,<=50K,Private,Some College,Blue-Collar
45,Married-civ-spouse,Husband,Male,0,1977,50,>50K,Self-Employed,Advanced,White-Collar
44,Separated,Own-child,Male,0,0,40,<=50K,Private,High School,Blue-Collar
42,Divorced,Not-in-family,Female,0,0,40,<=50K,Private,Some College,White-Collar
26,Never-married,Not-in-family,Male,0,0,70,>50K,Private,Bachelors,White-Collar
55,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,Advanced,White-Collar
33,Never-married,Own-child,Male,0,0,40,<=50K,Private,Bachelors,Sales
40,Separated,Unmarried,Female,0,0,45,<=50K,Private,High School,White-Collar
24,Never-married,Not-in-family,Female,0,0,40,<=50K,Private,Dropout,White-Collar
27,Never-married,Own-child,Female,0,0,32,<=50K,Private,Some College,Support
37,Married-civ-spouse,Wife,Female,0,0,40,<=50K,Private,High School,White-Collar
55,Married-civ-spouse,Wife,Female,0,0,37,<=50K,Government,Some College,White-Collar
